role,committype,numfileschanged,linesadded,linesdeleted,numcommentsadded,cleanedMessage,messageLengthWords,netCodeChange,linesAddedPerFile,dayOfWeek,hourOfDay,processedFileExtensions
qa,bugfix,6,184,61,1,fixed bug commit message parser model training dataset updated yml json ts js html files include accurate test cases comments better model training added deleted comment added,27,123,30.666666666666668,Friday,2,"['yml_json', 'js_ts', 'test_js', 'js_ts', 'html']"
frontend,refactor,4,542,435,4,refactored ui components responsive layout css style consistency across page including button modal dropdown form widgets enhance navigation animation effects line current theme,23,107,135.5,Saturday,1,['js_ts']
qa,test,9,108,15,4,qatest added yamljson files model training new lines deletions including comments review purposes,13,93,12.0,Friday,19,['yml_json']
backend,bugfix,2,160,89,5,fixed authentication logic backend api validated database query login endpoint ensure secure token generation session management,16,71,80.0,Monday,7,['test_py']
fullstack,bugfix,4,114,72,4,fixed responsive layout issue modal dropdown causing button animation break page load updated backend validation logic handle schema changes improved authentication api endpoint token refresh,25,42,28.5,Friday,19,"['js_ts', 'py', 'test_js']"
backend,bugfix,1,222,124,2,fixed authentication logic backend api validated database query login endpoint ensure secure token generation session management,16,98,222.0,Friday,7,['java_go']
qa,test,5,70,8,2,qa updated test files testjs css html model training added lines removed lines comments,14,62,14.0,Tuesday,0,"['test_js', 'css', 'html']"
fullstack,feature,6,2151,1194,4,implement responsive ui layout enhance css styles add modal component facilitate user interaction backend api authentication token generation improving navigation widget functionality page,23,957,358.5,Monday,17,"['java_go', 'css']"
backend,feature,1,106,54,2,implement authentication logic login endpoint added api endpoint user login including database query validation logic generate verify authentication tokens,19,52,106.0,Monday,12,['py']
frontend,refactor,4,252,179,2,refactored ui components responsive layout updated modal dropdown css styles improved form navigation theme animations enhance overall page widget experience,20,73,63.0,Wednesday,21,['js_ts']
frontend,bugfix,2,130,52,4,fixed responsive ui layout issue dropdown component improved css style modal widget page load navigation animation,16,78,65.0,Saturday,16,['js_ts']
frontend,refactor,1,36,24,0,refactored css responsive ui layout improved navigation dropdown styling optimized modal form components better page theme animation consistency,18,12,36.0,Thursday,21,['css']
backend,feature,2,61,30,7,implement authentication logic endpoint tokenbased login including database schema updates validation checks backend services,14,31,30.5,Wednesday,11,['sql']
qa,test,11,110,19,4,added test data updated test scripts testpy javago modified documentation md html inserted sql queries data validation refactored css python files,21,91,10.0,Wednesday,0,"['test_py', 'css', 'md', 'html', 'java_go', 'sql', 'py']"
frontend,feature,4,373,131,5,implement responsive ui component modal dropdown animation effects improved navigation form submission page load,14,242,93.25,Thursday,20,['js_ts']
frontend,feature,1,16,6,1,refactor ui component add responsive theme styles dropdown navigation widget,10,10,16.0,Tuesday,14,['html']
frontend,bugfix,4,101,60,1,fixed responsive layout issues dropdown widget page ui ensuring proper navigation animation button hover modal form submission,17,41,25.25,Sunday,22,['sql']
frontend,bugfix,3,150,67,2,fixed responsive layout issue button widget ui component updated css styles modal dropdown navigation improve theme consistency animation page load,20,83,50.0,Sunday,18,['js_ts']
frontend,feature,4,69,23,2,implement responsive ui component modal dropdown navigation animation enhancing page layout theme style,13,46,17.25,Wednesday,15,['html']
frontend,bugfix,2,42,19,0,fixed responsive layout issue button component page ui updated css styles modal dropdown elements improve theme consistency form navigation animation,20,23,21.0,Sunday,21,['test_js']
backend,feature,3,662,332,2,implement api endpoint user login tokenbased authentication session management including database schema updates validation logic py files corresponding ui updates html css files,23,330,220.66666666666666,Saturday,14,"['py', 'html', 'css']"
frontend,feature,1,94,31,3,refactor ui component add responsive button dropdown menu modal animation,10,63,94.0,Friday,0,['html']
qa,bugfix,3,19,8,1,qa fixed data inconsistency issue ymljson files adding lines removing lines ensure accurate commit message modeling dataset,17,11,6.333333333333333,Saturday,5,['yml_json']
frontend,feature,5,66,24,0,implemented responsive navigation widget dropdown modal features enhancing page layout ui styling css modifications,14,42,13.2,Wednesday,14,['js_ts']
qa,test,9,211,33,4,qa add initial dataset creation commit analysis training,8,178,23.444444444444443,Saturday,4,['py']
backend,feature,1,178,99,5,implement authentication logic login endpoint enhanced database query added schema validation modified service handle token generation session management,18,79,178.0,Friday,10,['sql']
backend,bugfix,2,56,33,0,fixed authentication logic api endpoint validate session tokens properly upon login improved database query schema validation backend service,18,23,28.0,Tuesday,17,"['py', 'css']"
qa,test,6,130,21,6,added qa test suite commit message analysis model training testpy html ymljson files updated additions deletions including comments clarity,19,109,21.666666666666668,Tuesday,21,"['test_py', 'html', 'yml_json']"
frontend,feature,2,25,9,2,refactor ui component enhance responsive button layout css animations dropdown style improved navigation theme consistency,15,16,12.5,Friday,0,['css']
fullstack,bugfix,6,47,28,4,fixed database api query logic responsive theme ui consistency improving authentication login session validation,14,19,7.833333333333333,Friday,19,"['sql', 'yml_json']"
frontend,bugfix,5,139,59,2,fixed responsive layout issues themes modal dropdown component ensuring proper navigation animation interacting pages form widgets,16,80,27.8,Friday,22,['yml_json']
fullstack,test,5,226,81,4,improved ui component layout added responsive dropdown menu css styles api integration login authentication session validation,16,145,45.2,Wednesday,19,"['test_py', 'html', 'py', 'js_ts']"
fullstack,bugfix,2,215,126,2,fixed responsive layout issues login page improved modal button style animation updated schema validation logic handle database query errors api backend,21,89,107.5,Sunday,16,['sql']
qa,test,5,69,15,2,qa test data updates model training new test cases refactored lines,11,54,13.8,Saturday,23,['test_js']
fullstack,refactor,3,178,135,4,refactored css layout improved responsive ui updated button styles enhanced modal dropdown animations,13,43,59.333333333333336,Thursday,17,['css']
qa,bugfix,5,61,24,3,qa fixed test failures updating testpy file correct issues added new lines removed obsolete lines added relevant comments,18,37,12.2,Tuesday,1,['test_py']
fullstack,feature,15,512,288,2,improved responsive ui layout css html updates navigation dropdown button components integrated api endpoint authentication session validation including database schema changes login token logic,24,224,34.13333333333333,Friday,20,"['sql', 'html', 'py', 'py', 'html']"
qa,test,6,102,15,3,added qa dataset model training modified files containing new lines deletions including added comments qa dataset modeltraining,17,87,17.0,Friday,21,['yml_json']
frontend,refactor,3,198,139,2,refactored ui components improved responsiveness theme consistency updated css styles modal dropdown form widgets optimized layout better navigation animation,19,59,66.0,Saturday,16,['html']
frontend,feature,2,80,25,4,added responsive navigation button dropdown menu animation updating css styles better uiux layout consistency page,15,55,40.0,Thursday,14,['css']
fullstack,refactor,11,848,670,5,refactored ui components improved css layout enhanced responsive design dropdowns modals updated button style animation optimized navigation better user experience,20,178,77.0909090909091,Monday,21,"['css', 'test_py', 'js_ts', 'js_ts']"
